loadfactor1,loadfactor2,loadfactor3,loadfactor4,loadfactor5,loadfactor6,loadfactor7,loadfactor8,loadfactor9,loadfactor10,loadfactor11,loadfactor12,loadfactor13,loadfactor14,loadfactor15,loadfactor16,loadfactor17,loadfactor18,loadfactor19,loadfactor20,load_factor_power1,load_factor_power2,load_factor_power3,load_factor_power4,load_factor_power5,load_factor_power6,load_factor_power7,load_factor_power8,load_factor_power9,load_factor_power10,load_factor_power11,load_factor_power12,load_factor_power13,load_factor_power14,load_factor_power15,load_factor_power16,load_factor_power17,load_factor_power18,load_factor_power19,load_factor_power20,load_factor_power21,load_factor_power22,load_factor_power23,load_factor_power24,feasible?,optimal_solution
1.914535e-01,-1.136476e-01,2.894505e-01,-1.400168e-01,2.019201e-02,-1.113198e-01,2.464637e-01,-8.006601e-02,-3.984460e-02,7.375615e-03,2.633319e-01,-2.814306e-01,1.301272e-01,2.346114e-01,-2.836277e-01,1.323075e-02,-1.044061e-01,2.156936e-01,3.510993e-02,1.141367e-01,7.110814e-02,-2.937814e-01,2.317637e-02,-2.981892e-01,2.707163e-01,2.432412e-01,1.775802e-01,2.491646e-01,-2.126651e-01,-2.053620e-01,-1.874210e-01,7.349754e-02,2.434857e-01,2.939731e-01,1.266735e-01,1.390802e-01,2.455759e-01,-5.947576e-02,-1.500896e-01,-1.959419e-01,-2.283258e-01,1.875664e-01,-2.119246e-01,-1.414215e-01,1,1.654288e+05
1.211259e-01,-1.557866e-01,4.453145e-02,-9.060744e-02,-2.658214e-01,-1.627118e-01,9.846153e-02,-1.649944e-03,1.140959e-02,-1.951679e-01,4.242951e-02,2.980521e-01,1.901011e-01,5.662357e-02,2.855934e-01,2.409376e-01,5.736476e-02,-2.805442e-01,-2.438537e-01,-2.607770e-01,-2.828790e-02,7.698542e-02,-1.259419e-01,-2.943909e-01,4.605356e-02,-1.131335e-01,1.036056e-02,2.498435e-01,-4.411513e-02,-1.515624e-01,-7.722374e-02,2.591167e-01,2.621210e-01,2.065980e-01,2.521239e-01,-1.632598e-01,-2.475107e-01,-1.636142e-01,-1.113740e-01,-1.951405e-01,6.425650e-02,-5.184815e-02,1.898109e-01,-1.889218e-01,1,1.629763e+05
1.529349e-01,-2.168533e-02,-2.251065e-01,-1.124992e-01,2.711502e-03,1.043094e-01,1.620900e-01,-2.217985e-01,-2.862509e-01,1.144939e-02,1.859932e-01,-2.924377e-01,1.034819e-01,1.120849e-01,-3.045195e-02,2.488732e-01,8.661665e-02,-2.968561e-01,-9.342933e-03,2.155907e-01,-2.896011e-02,-7.473910e-02,2.852100e-01,-1.992100e-01,2.836726e-01,1.604849e-01,1.945427e-01,7.956949e-02,1.012397e-01,-1.387060e-02,-2.921182e-01,-8.819635e-02,-4.756919e-03,1.380547e-01,-1.882299e-02,-2.555705e-02,-2.174024e-01,-2.934668e-01,1.549670e-01,-1.080283e-01,2.906301e-01,-1.678595e-01,-9.677518e-02,1.433768e-02,0,0
-2.144890e-01,-7.375044e-02,-2.840233e-01,-2.334478e-01,1.047384e-01,1.798659e-01,-2.516823e-01,-1.609786e-01,-1.754246e-01,2.504001e-01,1.267887e-01,3.233077e-02,-1.172892e-01,2.009124e-01,-3.881643e-02,2.540737e-01,1.236311e-01,-1.318122e-02,-2.242739e-01,2.856261e-01,1.982397e-01,8.949252e-02,1.042191e-01,4.709975e-02,-1.355281e-01,3.631799e-02,1.030379e-01,-8.854222e-02,2.134970e-01,-1.829775e-01,1.483925e-01,-1.262384e-01,1.642796e-01,-4.335760e-02,1.846190e-01,-8.787908e-02,-1.717841e-01,1.603707e-01,-1.148148e-01,1.399470e-01,1.466839e-01,-1.671620e-01,-1.715327e-01,-1.806312e-01,0,0
-2.519378e-01,2.427786e-01,-7.790749e-02,1.841846e-02,-3.530240e-03,-2.207033e-01,-1.761276e-01,-2.542867e-01,4.753020e-03,-1.430703e-01,-8.576303e-02,-2.351608e-01,1.725311e-01,-2.360497e-01,2.914253e-01,-1.937033e-01,4.344307e-02,-2.730928e-01,1.722698e-01,-1.862364e-01,-2.040998e-01,-1.784387e-01,-4.129095e-02,-5.747886e-02,-2.119491e-01,1.375914e-01,-1.867530e-01,8.633739e-02,1.525836e-01,-1.735606e-01,6.057255e-02,1.493570e-01,8.293123e-02,5.827638e-02,-1.227106e-01,1.389639e-01,2.671851e-01,-4.466317e-02,1.693091e-01,-2.663154e-01,2.011630e-01,-1.846500e-01,-6.294188e-02,-1.199514e-01,1,1.559184e+05
-7.507443e-02,1.621935e-01,1.503746e-01,6.792673e-02,-5.888045e-02,1.183848e-01,-2.981323e-01,1.649380e-01,2.378500e-01,-1.564106e-01,-2.275397e-01,-1.678296e-01,-1.187420e-01,2.298171e-01,2.589986e-02,-1.279730e-01,-2.169872e-01,-1.259133e-01,6.832265e-02,-1.055169e-01,1.674239e-02,1.440465e-01,-2.100411e-01,3.065230e-02,-1.700297e-01,1.555176e-01,1.337491e-01,-1.940706e-01,2.171799e-01,-2.881349e-01,2.161422e-01,3.534229e-02,-5.806772e-02,1.552482e-01,1.301574e-01,2.923957e-01,-1.331490e-01,-2.977238e-01,2.603416e-01,2.147383e-01,1.373105e-01,1.001327e-02,1.241737e-01,1.683177e-01,1,1.646377e+05
4.396336e-02,2.656575e-01,1.071603e-02,-1.833205e-01,2.087636e-01,-1.490165e-01,1.204356e-01,2.415656e-02,2.693018e-01,7.460202e-02,2.027868e-01,-2.952403e-01,2.936040e-01,-2.533713e-01,-1.067223e-01,2.676914e-01,-2.946365e-01,1.936380e-01,2.167270e-01,-3.610151e-02,-2.558389e-02,-3.352974e-02,1.968812e-01,-4.419111e-02,-9.258071e-02,1.049830e-01,-1.671108e-01,-1.965251e-02,-1.111406e-01,7.611336e-02,2.264163e-01,-3.138660e-02,1.706745e-01,-2.582058e-02,9.373760e-02,-2.208954e-01,-4.021110e-02,2.455872e-01,6.328740e-02,1.600648e-01,2.820365e-03,-1.166625e-03,2.057399e-01,-2.593158e-01,0,0
1.667091e-01,-5.611028e-02,8.866238e-02,-1.921234e-01,-1.069080e-01,-1.964372e-01,-5.481766e-02,-1.551488e-01,-5.584680e-02,2.851334e-01,-1.078084e-01,2.894946e-01,8.178368e-02,-7.494539e-02,2.144907e-01,7.175204e-02,-1.487802e-01,1.757134e-01,-4.023689e-02,-8.549330e-02,-1.465529e-01,1.816137e-01,-1.328280e-02,-2.193968e-01,2.567094e-01,2.375820e-01,-5.072910e-03,2.140215e-01,-4.885318e-02,1.100789e-01,-6.120562e-02,3.445210e-03,-1.862690e-01,2.789934e-01,-1.234706e-01,-2.379243e-01,-2.134108e-01,-2.915446e-01,1.295674e-01,3.869899e-02,1.767470e-01,4.247954e-03,1.750926e-01,1.174585e-01,0,0
-9.482830e-02,-2.132414e-01,1.300625e-01,1.195846e-01,1.130984e-01,-1.479624e-01,1.154161e-01,-1.636215e-01,-4.521053e-02,-7.684673e-02,-8.681525e-02,-2.654071e-01,7.898798e-02,1.243900e-01,6.815322e-02,8.898765e-02,-1.980356e-01,-2.103319e-01,8.505026e-03,2.251996e-01,-1.018338e-01,1.184213e-01,-1.388099e-01,1.849668e-01,-1.228267e-01,2.647283e-02,-7.247105e-03,2.132138e-01,2.330319e-01,-1.893693e-01,5.120908e-02,2.389230e-01,-3.232967e-02,2.531210e-01,-1.326055e-01,6.529870e-02,1.094722e-01,-1.630766e-01,-2.917395e-01,-4.996562e-02,2.630891e-01,-9.418313e-02,1.678466e-01,-1.951582e-01,0,0
3.939727e-02,-1.880050e-02,-4.317752e-02,5.956185e-02,2.099819e-01,1.506726e-01,4.761632e-02,2.548225e-01,-2.611560e-01,2.948079e-01,-2.682033e-01,-1.803027e-01,-4.634840e-02,-2.354947e-01,7.420225e-02,-2.712045e-01,-1.292257e-01,-2.633780e-01,1.221116e-01,1.010737e-01,-1.896279e-01,-2.229653e-02,-4.264060e-02,-1.626488e-03,-2.030935e-01,-9.453562e-02,-1.428718e-01,2.067162e-01,1.801993e-01,-4.401651e-02,6.420928e-02,-2.127206e-01,5.767977e-03,-1.218317e-01,2.157906e-01,1.029590e-01,8.008441e-02,-2.251492e-01,-1.764727e-02,2.919437e-01,2.689795e-01,8.705138e-02,-2.089651e-01,8.347611e-02,0,0
3.384415e-02,-7.418207e-02,2.970314e-01,-2.649824e-01,1.002382e-02,-2.813418e-01,4.270544e-02,-1.917189e-01,7.857552e-02,2.885542e-01,2.249415e-01,-2.889825e-02,1.250765e-01,1.664813e-01,-3.094149e-03,1.712009e-02,-2.095294e-01,-7.836004e-02,-2.146672e-01,1.361363e-01,-7.285164e-02,-1.870834e-01,1.482029e-01,-9.577243e-02,1.771807e-01,-7.259436e-03,1.540167e-02,-2.829055e-01,8.653921e-02,-8.960610e-02,-1.624770e-01,-3.966997e-02,-7.051953e-02,-1.812658e-02,2.876900e-01,-8.137316e-02,1.646461e-01,3.166056e-02,2.334787e-01,-8.702829e-02,-1.526888e-01,2.466115e-01,-2.738794e-01,2.704521e-01,0,0
-2.899706e-01,-6.080456e-02,-7.135111e-02,9.560696e-02,-2.574490e-01,-2.084376e-01,-2.900545e-01,-2.317222e-01,9.107357e-02,-5.840589e-02,-1.073842e-01,3.474720e-02,2.960763e-01,2.006919e-01,1.197739e-01,2.509552e-01,-2.761628e-01,-2.577999e-01,-1.559623e-02,-9.049955e-02,-1.379220e-02,-3.067270e-02,2.315988e-01,1.657126e-02,-5.454550e-02,-1.386648e-01,-2.567928e-01,-4.911832e-02,-2.845479e-01,-1.253076e-01,2.105706e-03,2.795598e-01,-2.343703e-01,1.038246e-01,-4.057734e-05,1.662589e-01,-2.138358e-01,-2.500784e-01,-6.046884e-02,1.781774e-01,-1.849946e-01,1.606663e-01,-1.258212e-01,-1.698651e-01,1,1.576511e+05
1.670808e-02,-9.634997e-02,3.280039e-02,2.846421e-01,-1.129782e-01,1.012780e-01,-1.044197e-01,1.646864e-01,-1.045140e-01,2.338964e-01,1.510246e-01,1.575793e-01,-1.831258e-02,-1.735413e-01,-2.751150e-01,-1.069027e-01,-2.777324e-01,1.163132e-01,1.022100e-01,-4.171693e-02,2.623512e-01,-6.261023e-03,2.378947e-02,2.371562e-01,-3.201897e-02,2.262206e-01,-1.478510e-01,-1.357142e-01,-1.029832e-01,2.853856e-02,-1.679228e-01,1.028575e-01,-2.143240e-01,-2.435398e-01,2.221150e-01,-1.578788e-01,-6.839759e-02,4.292526e-02,1.548118e-02,-2.543857e-01,2.244756e-01,2.706814e-01,1.875044e-01,-1.297189e-01,0,0
-1.613283e-02,-2.246741e-01,1.637314e-01,2.048533e-01,-2.740254e-01,-8.135554e-03,-1.563534e-01,2.714843e-01,2.663356e-01,6.836040e-02,2.840924e-01,-9.308319e-02,2.387104e-01,-3.924302e-02,-1.585112e-01,2.644968e-01,1.105308e-01,-2.610530e-01,2.222549e-01,1.208282e-01,1.606734e-01,2.160510e-02,-2.760840e-01,-2.191241e-01,-1.839502e-01,-9.860172e-02,-2.686122e-01,6.307007e-02,7.236617e-03,7.047661e-02,-4.058664e-02,2.086203e-01,-2.756457e-02,-2.907579e-01,2.238409e-01,9.372093e-02,1.938018e-01,2.710654e-01,-2.694526e-01,-1.589569e-01,-2.619939e-01,-4.700527e-02,2.182975e-01,-2.510256e-01,0,0
-1.307163e-01,2.302533e-01,4.061420e-02,-2.309382e-01,-1.637993e-01,5.758943e-02,-1.563323e-01,-2.211506e-01,-2.028914e-01,2.069235e-01,6.131019e-02,2.781403e-01,-9.259247e-02,5.737506e-02,5.939117e-02,6.942257e-02,-2.644937e-01,1.501903e-01,2.689257e-01,2.080743e-02,6.295612e-02,1.394249e-01,-1.479366e-01,6.029337e-02,1.887715e-01,-2.675318e-01,-2.216936e-01,2.054675e-01,7.100752e-02,1.877269e-02,-1.510256e-01,-1.229529e-01,2.236117e-01,-4.700044e-02,-2.613418e-01,2.381910e-01,-1.779715e-01,1.957365e-01,2.290624e-01,-7.949553e-03,5.907882e-02,1.636047e-02,7.489278e-02,2.130250e-01,1,1.735204e+05
-1.239742e-01,2.573697e-01,4.271654e-03,-2.718466e-02,5.272290e-02,-1.415174e-01,-1.168270e-01,-7.700725e-02,-1.533312e-01,5.072836e-02,1.175077e-01,-2.568317e-01,2.826500e-01,1.518424e-01,1.836979e-01,1.509842e-01,-2.519634e-01,-1.098223e-02,-3.259623e-02,1.034836e-01,-1.844664e-01,1.517555e-01,-2.956086e-01,-1.030463e-01,2.505638e-01,5.302040e-02,2.131142e-01,6.280323e-02,1.935469e-01,2.276901e-01,-1.074082e-01,-2.262271e-01,1.327820e-01,-3.579175e-02,-2.239586e-01,5.389419e-02,-2.783590e-01,-1.798907e-01,1.729807e-01,-2.927419e-01,-1.179926e-01,-2.871744e-01,2.984910e-01,4.921799e-02,1,1.611969e+05
-5.334023e-03,-2.470958e-01,-1.589534e-01,-2.303875e-02,-1.808451e-01,-2.847143e-01,1.376386e-01,1.349500e-01,-1.017650e-01,2.060965e-01,-4.293451e-02,2.188117e-01,9.423925e-02,4.862139e-02,-1.795635e-01,1.772797e-02,2.366595e-01,-1.170036e-01,2.225674e-01,2.452472e-01,-3.075764e-02,1.225880e-01,1.089872e-01,1.182891e-01,7.116045e-02,-2.094116e-01,1.564815e-01,1.686275e-01,2.424618e-01,-1.597388e-01,-1.939927e-01,-6.534053e-02,-1.076612e-01,1.892862e-01,6.811554e-02,1.560011e-01,-4.340094e-02,-2.403357e-01,-2.309790e-01,-7.595572e-02,-1.836913e-01,1.924479e-01,5.978161e-02,1.133072e-01,0,0
-2.552556e-01,-7.781658e-02,-2.259487e-01,8.071123e-02,-5.164809e-02,2.945494e-01,2.579734e-01,-2.104584e-01,-6.307064e-02,-2.305217e-02,3.656925e-02,1.682181e-01,-7.683655e-03,-4.800387e-02,-1.428002e-01,2.464837e-01,-2.866371e-01,1.926731e-01,-1.869190e-01,1.114541e-01,-1.020933e-01,1.098446e-01,2.395326e-01,-2.545819e-01,2.271527e-01,-1.854964e-01,2.098613e-01,1.002713e-01,-9.339648e-02,-2.091747e-01,8.122258e-02,2.086728e-01,1.931096e-01,7.694376e-02,2.737809e-01,5.395388e-02,-1.813003e-01,-4.240157e-02,-9.795240e-02,2.951670e-01,-7.185810e-02,2.956205e-01,1.128255e-02,-1.966322e-01,1,1.780837e+05
-7.004193e-02,-1.214552e-01,1.305570e-01,-1.854780e-01,-2.290844e-01,2.021987e-01,1.464816e-01,5.431233e-02,-1.542651e-01,7.394829e-02,8.301319e-02,-1.034583e-01,-2.595064e-01,2.283232e-01,-2.402596e-02,1.583236e-01,-1.476668e-01,5.483231e-02,-4.272290e-02,-7.073961e-02,-8.687437e-02,2.845276e-01,-2.263367e-01,-1.874581e-01,2.336655e-01,5.004379e-02,-1.144522e-01,-2.995414e-01,-1.634414e-01,-2.127578e-01,-1.779397e-01,2.377935e-01,2.238566e-01,1.201737e-01,-1.770139e-02,1.962816e-01,-2.504162e-03,-8.190679e-02,-1.346381e-01,2.548445e-01,-6.780646e-02,-4.271476e-03,-1.473371e-01,2.309799e-01,1,1.596651e+05
2.220427e-02,-8.040999e-02,6.258411e-02,2.752815e-01,-6.430623e-02,-6.421620e-02,1.743822e-01,8.704704e-02,-6.366960e-02,1.133730e-01,-5.759903e-02,-2.183321e-01,-2.961404e-02,-9.934836e-02,-1.692186e-01,2.554649e-01,1.137836e-01,5.929253e-02,1.479945e-01,2.518264e-02,-2.239720e-01,-1.534400e-01,-2.523951e-01,-1.182850e-01,1.450229e-01,6.900943e-02,1.034467e-01,-2.949702e-01,1.070262e-01,1.908414e-03,-1.614549e-01,-1.950621e-01,-1.890102e-01,2.065560e-01,2.895539e-01,2.482438e-01,-9.157835e-02,1.681347e-01,2.787275e-02,1.898654e-01,-9.763829e-03,5.397078e-02,1.723581e-01,-2.398592e-01,1,1.717241e+05
6.786740e-02,2.614418e-01,5.813311e-02,2.877541e-01,-3.539603e-02,1.437672e-01,-2.774377e-01,1.588360e-01,1.096895e-02,-2.968101e-01,-1.336799e-01,2.089934e-02,1.607777e-01,-2.681444e-01,2.943207e-02,1.805967e-01,8.974983e-02,2.588682e-01,-2.551611e-01,-1.339161e-01,1.203198e-01,2.583359e-01,2.175700e-01,-1.995349e-01,-1.421166e-01,-2.570338e-01,2.872037e-01,-1.581695e-01,9.635901e-02,-2.462216e-01,-1.735374e-01,1.694630e-03,-2.370278e-01,-6.667596e-02,2.279263e-02,-9.647749e-02,3.354013e-02,2.206099e-02,-6.563370e-02,1.177620e-01,1.070895e-01,1.123819e-01,3.689476e-02,-8.515205e-02,1,1.626236e+05
-2.826203e-01,2.308091e-01,1.626032e-01,-1.021590e-01,1.779352e-01,-1.052170e-01,-1.152705e-01,2.568654e-01,2.861497e-01,1.413318e-02,2.711611e-01,2.327979e-01,1.081954e-02,-7.635072e-02,1.262127e-01,-2.661395e-02,6.312774e-02,2.942437e-01,1.643497e-01,-9.943416e-02,2.515425e-01,1.590031e-01,5.984421e-02,1.997809e-01,2.376261e-01,2.836322e-01,2.991123e-01,-2.162104e-01,-2.576748e-01,-2.559200e-01,-2.911537e-01,2.830920e-01,-2.431399e-01,2.050421e-01,1.111038e-01,-7.465700e-03,-9.198307e-02,-8.781133e-02,-1.476967e-01,2.466108e-01,1.353855e-01,-2.844445e-01,-2.308725e-02,-1.312192e-01,0,0
2.111675e-01,2.065499e-01,2.343041e-01,-7.089456e-02,-3.371688e-02,-2.390511e-01,-1.645158e-01,2.827923e-01,-1.292256e-01,2.444377e-01,2.343314e-01,2.535027e-01,-2.063103e-01,2.278333e-01,7.919697e-02,-1.736231e-01,-9.293045e-02,-2.040487e-01,-3.339111e-02,-2.497350e-01,-2.466011e-01,-1.890566e-01,1.611113e-02,-4.973855e-02,1.803958e-01,2.599214e-01,-1.932812e-01,2.160401e-01,2.744370e-01,2.756824e-01,-2.772824e-01,-2.654499e-01,-2.965216e-01,-1.123913e-01,-2.665810e-01,-1.236825e-01,-8.639011e-02,2.722062e-01,-1.382945e-02,-1.330569e-01,1.803117e-03,8.601475e-02,-2.332526e-01,1.548370e-01,0,0
1.215138e-01,-2.325629e-03,7.992556e-02,-8.796339e-02,-1.277736e-01,-2.200757e-01,2.622482e-01,1.829015e-01,2.628171e-01,-1.887717e-01,2.598935e-01,2.614519e-01,-1.298733e-01,-1.352195e-01,3.085894e-02,-1.888265e-01,-3.473933e-02,-1.888094e-01,2.684256e-01,-3.705206e-03,-2.008089e-01,-1.816822e-01,1.146164e-01,4.428172e-02,2.239939e-01,-1.532196e-01,7.776477e-02,-2.793412e-01,9.719077e-03,2.179359e-01,2.904759e-01,-2.940762e-01,-1.482951e-01,-1.656902e-01,-2.714774e-01,-2.938965e-01,-5.882813e-03,-2.727107e-01,-1.330031e-01,8.398474e-02,-1.231848e-01,-1.382072e-01,5.432791e-02,-7.167955e-02,1,1.563595e+05
