loadfactor1,loadfactor2,loadfactor3,loadfactor4,loadfactor5,loadfactor6,loadfactor7,loadfactor8,loadfactor9,loadfactor10,loadfactor11,loadfactor12,loadfactor13,loadfactor14,loadfactor15,loadfactor16,loadfactor17,loadfactor18,loadfactor19,loadfactor20,load_factor_power1,load_factor_power2,load_factor_power3,load_factor_power4,load_factor_power5,load_factor_power6,load_factor_power7,load_factor_power8,load_factor_power9,load_factor_power10,load_factor_power11,load_factor_power12,load_factor_power13,load_factor_power14,load_factor_power15,load_factor_power16,load_factor_power17,load_factor_power18,load_factor_power19,load_factor_power20,load_factor_power21,load_factor_power22,load_factor_power23,load_factor_power24,nodal_pressure1,nodal_pressure2,nodal_pressure3,nodal_pressure4,nodal_pressure5,nodal_pressure6,nodal_pressure7,nodal_pressure8,nodal_pressure9,nodal_pressure10,nodal_pressure11,nodal_pressure12,nodal_pressure13,nodal_pressure14,nodal_pressure15,nodal_pressure16,nodal_pressure17,nodal_pressure18,nodal_pressure19,nodal_pressure20,pipeline_flow1,pipeline_flow2,pipeline_flow3,pipeline_flow4,pipeline_flow5,pipeline_flow6,pipeline_flow7,pipeline_flow8,pipeline_flow9,pipeline_flow10,pipeline_flow11,pipeline_flow12,pipeline_flow13,pipeline_flow14,pipeline_flow15,pipeline_flow16
6.381784e-02,-3.788255e-02,9.648349e-02,-4.667226e-02,6.730669e-03,-3.710660e-02,8.215457e-02,-2.668867e-02,-1.328153e-02,2.458538e-03,8.777730e-02,-9.381020e-02,4.337573e-02,7.820379e-02,-9.454256e-02,4.410249e-03,-3.480204e-02,7.189786e-02,1.170331e-02,3.804557e-02,2.370271e-02,-9.792715e-02,7.725457e-03,-9.939641e-02,9.023876e-02,8.108041e-02,5.919339e-02,8.305486e-02,-7.088835e-02,-6.845399e-02,-6.247367e-02,2.449918e-02,8.116190e-02,9.799104e-02,4.222449e-02,4.636008e-02,8.185864e-02,-1.982525e-02,-5.002986e-02,-6.531397e-02,-7.610859e-02,6.252212e-02,-7.064153e-02,-4.714050e-02,3.103917e+02,3.055014e+02,3.003062e+02,2.853500e+02,2.522668e+02,3.027202e+02,295,2.702000e+02,2.566987e+02,2.502783e+02,235,1.906194e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.526561e+02,1.981440e+02,170,1.513221e+02,6.310526e+03,6.310526e+03,6.092556e+03,5.815947e+03,4.490030e+03,4.490030e+03,8.174155e+03,5.482042e+03,3.508605e+03,8.245489e+03,3.261445e+03,6.852641e+03,-9.094947e-13,0,6.707783e+03,5.190228e+03
4.037531e-02,-5.192888e-02,1.484382e-02,-3.020248e-02,-8.860712e-02,-5.423727e-02,3.282051e-02,-5.499813e-04,3.803197e-03,-6.505597e-02,1.414317e-02,9.935069e-02,6.336702e-02,1.887452e-02,9.519781e-02,8.031252e-02,1.912159e-02,-9.351473e-02,-8.128458e-02,-8.692566e-02,-9.429300e-03,2.566181e-02,-4.198063e-02,-9.813028e-02,1.535119e-02,-3.771116e-02,3.453520e-03,8.328117e-02,-1.470504e-02,-5.052079e-02,-2.574125e-02,8.637222e-02,8.737368e-02,6.886599e-02,8.404130e-02,-5.441994e-02,-8.250356e-02,-5.453805e-02,-3.712468e-02,-6.504682e-02,2.141883e-02,-1.728272e-02,6.327030e-02,-6.297392e-02,309,3.043826e+02,2.994816e+02,2.854314e+02,2.526000e+02,3.031200e+02,2.952599e+02,2.714968e+02,2.590604e+02,2.535363e+02,2.352714e+02,1.875165e+02,1.832716e+02,220,2.200000e+02,2.200000e+02,160,1.924442e+02,170,1.557460e+02,6.119373e+03,6.119373e+03,5.901402e+03,5.584980e+03,4.532565e+03,4.532565e+03,8.305070e+03,5.279910e+03,3.272304e+03,8.524687e+03,2.478258e+03,6.032603e+03,-9.094947e-13,0,5.943445e+03,4.565372e+03
5.097829e-02,-7.228443e-03,-7.503549e-02,-3.749972e-02,9.038339e-04,3.476980e-02,5.402999e-02,-7.393284e-02,-9.541697e-02,3.816464e-03,6.199774e-02,-9.747925e-02,3.449397e-02,3.736165e-02,-1.015065e-02,8.295774e-02,2.887222e-02,-9.895203e-02,-3.114311e-03,7.186356e-02,-9.653370e-03,-2.491303e-02,9.507001e-02,-6.640334e-02,9.455752e-02,5.349497e-02,6.484757e-02,2.652316e-02,3.374655e-02,-4.623533e-03,-9.737273e-02,-2.939878e-02,-1.585640e-03,4.601824e-02,-6.274331e-03,-8.519017e-03,-7.246745e-02,-9.782225e-02,5.165565e-02,-3.600943e-02,9.687669e-02,-5.595315e-02,-3.225839e-02,4.779227e-03,3.118597e+02,3.068539e+02,3.015344e+02,2.861871e+02,2.518227e+02,3.021873e+02,2.950667e+02,2.718000e+02,2.591704e+02,2.527952e+02,2.351327e+02,1.907282e+02,1.833333e+02,220,2.200000e+02,220,1.510617e+02,1.992989e+02,170,1.500030e+02,6400,6400,6.182030e+03,5.679959e+03,4.310431e+03,4.310431e+03,8.357435e+03,5.322524e+03,3.513358e+03,8.250032e+03,3.286168e+03,7.011775e+03,-9.094947e-13,0,6.854646e+03,5.359318e+03
-7.149633e-02,-2.458348e-02,-9.467442e-02,-7.781593e-02,3.491280e-02,5.995531e-02,-8.389409e-02,-5.365954e-02,-5.847487e-02,8.346671e-02,4.226290e-02,1.077692e-02,-3.909640e-02,6.697081e-02,-1.293881e-02,8.469124e-02,4.121036e-02,-4.393738e-03,-7.475798e-02,9.520871e-02,6.607991e-02,2.983084e-02,3.473968e-02,1.569992e-02,-4.517604e-02,1.210600e-02,3.434596e-02,-2.951407e-02,7.116567e-02,-6.099250e-02,4.946416e-02,-4.207945e-02,5.475986e-02,-1.445253e-02,6.153968e-02,-2.929303e-02,-5.726135e-02,5.345690e-02,-3.827161e-02,4.664901e-02,4.889463e-02,-5.572066e-02,-5.717757e-02,-6.021042e-02,3.128371e+02,3.076852e+02,3.022080e+02,2.863792e+02,2.516000e+02,3.019200e+02,2.950002e+02,2.707288e+02,2.562620e+02,2.487328e+02,235,1.888532e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.509591e+02,1.993717e+02,170,1.490608e+02,6.501420e+03,6.501420e+03,6.283450e+03,5920,4.247471e+03,4.247471e+03,8.239294e+03,5.675184e+03,3.792133e+03,8.391185e+03,2.831912e+03,7.021912e+03,-9.094947e-13,0,6.863907e+03,5.476044e+03
-8.397927e-02,8.092620e-02,-2.596916e-02,6.139488e-03,-1.176747e-03,-7.356777e-02,-5.870919e-02,-8.476224e-02,1.584340e-03,-4.769009e-02,-2.858768e-02,-7.838693e-02,5.751037e-02,-7.868322e-02,9.714176e-02,-6.456777e-02,1.448102e-02,-9.103093e-02,5.742326e-02,-6.207881e-02,-6.803327e-02,-5.947957e-02,-1.376365e-02,-1.915962e-02,-7.064970e-02,4.586378e-02,-6.225099e-02,2.877913e-02,5.086119e-02,-5.785352e-02,2.019085e-02,4.978568e-02,2.764374e-02,1.942546e-02,-4.090354e-02,4.632129e-02,8.906169e-02,-1.488772e-02,5.643636e-02,-8.877179e-02,6.705432e-02,-6.155000e-02,-2.098063e-02,-3.998379e-02,3.099223e+02,3.050441e+02,2.998618e+02,2.849466e+02,2.525289e+02,3.030347e+02,295,2.707513e+02,2.580032e+02,2.522455e+02,2.350093e+02,1.903485e+02,1.833333e+02,220,2.200000e+02,220,1.570162e+02,1.948589e+02,170,1.549212e+02,6.297970e+03,6.297970e+03,6080,5.630581e+03,4.581278e+03,4.581278e+03,8.241078e+03,5.336253e+03,3.333085e+03,8.268872e+03,3.200000e+03,6.388171e+03,-9.094947e-13,0,6.275741e+03,4.689606e+03
-2.502481e-02,5.406451e-02,5.012486e-02,2.264224e-02,-1.962682e-02,3.946160e-02,-9.937743e-02,5.497933e-02,7.928332e-02,-5.213686e-02,-7.584656e-02,-5.594320e-02,-3.958065e-02,7.660570e-02,8.633286e-03,-4.265767e-02,-7.232906e-02,-4.197111e-02,2.277422e-02,-3.517229e-02,5.580796e-03,4.801551e-02,-7.001370e-02,1.021743e-02,-5.667656e-02,5.183921e-02,4.458304e-02,-6.469019e-02,7.239331e-02,-9.604498e-02,7.204740e-02,1.178076e-02,-1.935591e-02,5.174939e-02,4.338580e-02,9.746523e-02,-4.438299e-02,-9.924127e-02,8.678052e-02,7.157942e-02,4.577018e-02,3.337757e-03,4.139125e-02,5.610591e-02,3.156583e+02,3.099561e+02,3.038835e+02,2.862000e+02,2.517702e+02,3.021243e+02,2.950365e+02,2.709857e+02,2.575555e+02,2.518423e+02,235,1.899607e+02,1.833333e+02,220,2.200000e+02,220,1.562160e+02,1.954746e+02,170,1.539974e+02,6.867970e+03,6.867970e+03,6650,5.836789e+03,4.300000e+03,4.300000e+03,8.270996e+03,5.476088e+03,3.317521e+03,8.299984e+03,3.107672e+03,6.476582e+03,-9.094947e-13,0,6.358300e+03,4.824139e+03
1.465445e-02,8.855252e-02,3.572010e-03,-6.110684e-02,6.958788e-02,-4.967217e-02,4.014521e-02,8.052188e-03,8.976726e-02,2.486734e-02,6.759559e-02,-9.841342e-02,9.786801e-02,-8.445709e-02,-3.557410e-02,8.923048e-02,-9.821218e-02,6.454600e-02,7.224233e-02,-1.203384e-02,-8.527964e-03,-1.117658e-02,6.562707e-02,-1.473037e-02,-3.086024e-02,3.499432e-02,-5.570359e-02,-6.550835e-03,-3.704686e-02,2.537112e-02,7.547209e-02,-1.046220e-02,5.689148e-02,-8.606860e-03,3.124587e-02,-7.363180e-02,-1.340370e-02,8.186240e-02,2.109580e-02,5.335492e-02,9.401216e-04,-3.888750e-04,6.857997e-02,-8.643861e-02,3.102106e+02,3.053369e+02,3.001597e+02,2.852600e+02,2.523954e+02,3.028744e+02,2.950469e+02,2.696144e+02,2.546000e+02,2.478285e+02,2.353001e+02,1.908000e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.543210e+02,1.969109e+02,170,1.531784e+02,6.297970e+03,6.297970e+03,6080,5.907050e+03,4.521516e+03,4.521516e+03,8.068110e+03,5.766570e+03,3.587036e+03,8.261194e+03,3.302468e+03,6.680482e+03,-9.094947e-13,0,6.548194e+03,4.939831e+03
5.556970e-02,-1.870343e-02,2.955413e-02,-6.404114e-02,-3.563601e-02,-6.547908e-02,-1.827255e-02,-5.171625e-02,-1.861560e-02,9.504447e-02,-3.593613e-02,9.649819e-02,2.726123e-02,-2.498180e-02,7.149690e-02,2.391735e-02,-4.959338e-02,5.857114e-02,-1.341230e-02,-2.849777e-02,-4.885096e-02,6.053790e-02,-4.427599e-03,-7.313228e-02,8.556980e-02,7.919399e-02,-1.690970e-03,7.134050e-02,-1.628439e-02,3.669298e-02,-2.040187e-02,1.148403e-03,-6.208966e-02,9.299778e-02,-4.115686e-02,-7.930809e-02,-7.113692e-02,-9.718154e-02,4.318914e-02,1.289966e-02,5.891567e-02,1.415985e-03,5.836421e-02,3.915284e-02,3.092761e+02,3.045354e+02,2.995015e+02,2.850362e+02,2.524708e+02,3.029650e+02,295,2.695951e+02,2.544234e+02,2.466717e+02,2.352491e+02,1.876000e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.564200e+02,1.953188e+02,170,1.537625e+02,6.203417e+03,6.203417e+03,5.985447e+03,5.866710e+03,4.561058e+03,4.561058e+03,8.071286e+03,5.795424e+03,3.832656e+03,8.515858e+03,2.485118e+03,6.454154e+03,-9.094947e-13,0,6.337393e+03,4.857511e+03
-3.160943e-02,-7.108046e-02,4.335416e-02,3.986152e-02,3.769946e-02,-4.932079e-02,3.847202e-02,-5.454049e-02,-1.507018e-02,-2.561558e-02,-2.893842e-02,-8.846904e-02,2.632933e-02,4.146332e-02,2.271774e-02,2.966255e-02,-6.601186e-02,-7.011064e-02,2.835009e-03,7.506655e-02,-3.394461e-02,3.947378e-02,-4.626998e-02,6.165560e-02,-4.094224e-02,8.824277e-03,-2.415702e-03,7.107128e-02,7.767729e-02,-6.312311e-02,1.706969e-02,7.964101e-02,-1.077656e-02,8.437366e-02,-4.420182e-02,2.176623e-02,3.649074e-02,-5.435885e-02,-9.724650e-02,-1.665521e-02,8.769638e-02,-3.139438e-02,5.594886e-02,-6.505274e-02,3.123482e+02,3.070734e+02,3.014630e+02,2.852157e+02,2.523546e+02,3.028255e+02,295,2.707956e+02,2.578342e+02,2.518000e+02,235,1.905245e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.507868e+02,1.994948e+02,170,1.498759e+02,6.573093e+03,6.573093e+03,6.355123e+03,5.676393e+03,4.520578e+03,4.520578e+03,8.247530e+03,5.380205e+03,3.410345e+03,8.253346e+03,3.239926e+03,7.038935e+03,-9.094947e-13,0,6.879585e+03,5.375333e+03
1.313242e-02,-6.266832e-03,-1.439251e-02,1.985395e-02,6.999398e-02,5.022421e-02,1.587211e-02,8.494084e-02,-8.705200e-02,9.826930e-02,-8.940109e-02,-6.010089e-02,-1.544947e-02,-7.849822e-02,2.473408e-02,-9.040149e-02,-4.307522e-02,-8.779266e-02,4.070387e-02,3.369123e-02,-6.320931e-02,-7.432176e-03,-1.421353e-02,-5.421628e-04,-6.769785e-02,-3.151187e-02,-4.762392e-02,6.890539e-02,6.006645e-02,-1.467217e-02,2.140309e-02,-7.090688e-02,1.922659e-03,-4.061058e-02,7.193019e-02,3.431968e-02,2.669480e-02,-7.504974e-02,-5.882424e-03,9.731456e-02,8.965983e-02,2.901713e-02,-6.965503e-02,2.782537e-02,3.168394e+02,3.109374e+02,3.046481e+02,2.862787e+02,2.516650e+02,3.019980e+02,295,2.704318e+02,2.559765e+02,2.482270e+02,235,1.900320e+02,1.833333e+02,220,2.200000e+02,2.200000e+02,1.524263e+02,1.983134e+02,170,1.514894e+02,7000,7000,6.782030e+03,5.954555e+03,4.271795e+03,4.271795e+03,8.202695e+03,5.669839e+03,3.843943e+03,8.294090e+03,3.124645e+03,6.876131e+03,-9.094947e-13,0,6.729512e+03,5.168456e+03
