loadfactor1,loadfactor2,loadfactor3,loadfactor4,loadfactor5,loadfactor6,loadfactor7,loadfactor8,loadfactor9,loadfactor10,loadfactor11,loadfactor12,loadfactor13,loadfactor14,loadfactor15,loadfactor16,loadfactor17,loadfactor18,loadfactor19,loadfactor20,load_factor_power1,load_factor_power2,load_factor_power3,load_factor_power4,load_factor_power5,load_factor_power6,load_factor_power7,load_factor_power8,load_factor_power9,load_factor_power10,load_factor_power11,load_factor_power12,load_factor_power13,load_factor_power14,load_factor_power15,load_factor_power16,load_factor_power17,load_factor_power18,load_factor_power19,load_factor_power20,load_factor_power21,load_factor_power22,load_factor_power23,load_factor_power24,optimal_solution,source_generation1,source_generation2,source_generation3,source_generation4,source_generation5,power_generation1,power_generation2,power_generation3,power_generation4,power_generation5,power_generation6,power_generation7,power_generation8,power_generation9,power_generation10
4.037531e-02,-5.192888e-02,1.484382e-02,-3.020248e-02,-8.860712e-02,-5.423727e-02,3.282051e-02,-5.499813e-04,3.803197e-03,-6.505597e-02,1.414317e-02,9.935069e-02,6.336702e-02,1.887452e-02,9.519781e-02,8.031252e-02,1.912159e-02,-9.351473e-02,-8.128458e-02,-8.692566e-02,-9.429300e-03,2.566181e-02,-4.198063e-02,-9.813028e-02,1.535119e-02,-3.771116e-02,3.453520e-03,8.328117e-02,-1.470504e-02,-5.052079e-02,-2.574125e-02,8.637222e-02,8.737368e-02,6.886599e-02,8.404130e-02,-5.441994e-02,-8.250356e-02,-5.453805e-02,-3.712468e-02,-6.504682e-02,2.141883e-02,-1.728272e-02,6.327030e-02,-6.297392e-02,1.651729e+05,6.119373e+03,8000,8000,1.592751e+03,3.554345e+03,4.444444e-02,2.133333e-02,3.023714e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.744779e-02,5.555556e-02,0
5.097829e-02,-7.228443e-03,-7.503549e-02,-3.749972e-02,9.038339e-04,3.476980e-02,5.402999e-02,-7.393284e-02,-9.541697e-02,3.816464e-03,6.199774e-02,-9.747925e-02,3.449397e-02,3.736165e-02,-1.015065e-02,8.295774e-02,2.887222e-02,-9.895203e-02,-3.114311e-03,7.186356e-02,-9.653370e-03,-2.491303e-02,9.507001e-02,-6.640334e-02,9.455752e-02,5.349497e-02,6.484757e-02,2.652316e-02,3.374655e-02,-4.623533e-03,-9.737273e-02,-2.939878e-02,-1.585640e-03,4.601824e-02,-6.274331e-03,-8.519017e-03,-7.246745e-02,-9.782225e-02,5.165565e-02,-3.600943e-02,9.687669e-02,-5.595315e-02,-3.225839e-02,4.779227e-03,1.658112e+05,6400,8000,8000,1.265730e+03,3.725607e+03,4.444444e-02,2.133333e-02,3.089747e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.755514e-02,5.555556e-02,0
-7.149633e-02,-2.458348e-02,-9.467442e-02,-7.781593e-02,3.491280e-02,5.995531e-02,-8.389409e-02,-5.365954e-02,-5.847487e-02,8.346671e-02,4.226290e-02,1.077692e-02,-3.909640e-02,6.697081e-02,-1.293881e-02,8.469124e-02,4.121036e-02,-4.393738e-03,-7.475798e-02,9.520871e-02,6.607991e-02,2.983084e-02,3.473968e-02,1.569992e-02,-4.517604e-02,1.210600e-02,3.434596e-02,-2.951407e-02,7.116567e-02,-6.099250e-02,4.946416e-02,-4.207945e-02,5.475986e-02,-1.445253e-02,6.153968e-02,-2.929303e-02,-5.726135e-02,5.345690e-02,-3.827161e-02,4.664901e-02,4.889463e-02,-5.572066e-02,-5.717757e-02,-6.021042e-02,1.694263e+05,6.501420e+03,8000,7.994478e+03,1.525024e+03,4.190000e+03,4.444444e-02,2.133333e-02,3.056941e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,3.153289e-02,5.555556e-02,0
-8.397927e-02,8.092620e-02,-2.596916e-02,6.139488e-03,-1.176747e-03,-7.356777e-02,-5.870919e-02,-8.476224e-02,1.584340e-03,-4.769009e-02,-2.858768e-02,-7.838693e-02,5.751037e-02,-7.868322e-02,9.714176e-02,-6.456777e-02,1.448102e-02,-9.103093e-02,5.742326e-02,-6.207881e-02,-6.803327e-02,-5.947957e-02,-1.376365e-02,-1.915962e-02,-7.064970e-02,4.586378e-02,-6.225099e-02,2.877913e-02,5.086119e-02,-5.785352e-02,2.019085e-02,4.978568e-02,2.764374e-02,1.942546e-02,-4.090354e-02,4.632129e-02,8.906169e-02,-1.488772e-02,5.643636e-02,-8.877179e-02,6.705432e-02,-6.155000e-02,-2.098063e-02,-3.998379e-02,1.628997e+05,6.297970e+03,8000,7.946750e+03,1.400928e+03,3.188171e+03,4.444444e-02,2.133333e-02,2.953046e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.527251e-02,5.555556e-02,0
-2.502481e-02,5.406451e-02,5.012486e-02,2.264224e-02,-1.962682e-02,3.946160e-02,-9.937743e-02,5.497933e-02,7.928332e-02,-5.213686e-02,-7.584656e-02,-5.594320e-02,-3.958065e-02,7.660570e-02,8.633286e-03,-4.265767e-02,-7.232906e-02,-4.197111e-02,2.277422e-02,-3.517229e-02,5.580796e-03,4.801551e-02,-7.001370e-02,1.021743e-02,-5.667656e-02,5.183921e-02,4.458304e-02,-6.469019e-02,7.239331e-02,-9.604498e-02,7.204740e-02,1.178076e-02,-1.935591e-02,5.174939e-02,4.338580e-02,9.746523e-02,-4.438299e-02,-9.924127e-02,8.678052e-02,7.157942e-02,4.577018e-02,3.337757e-03,4.139125e-02,5.610591e-02,1.658344e+05,6.867970e+03,8000,7.910295e+03,1.402122e+03,3.368910e+03,4.438528e-02,2.133333e-02,3.067952e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.671971e-02,5.555556e-02,0
1.465445e-02,8.855252e-02,3.572010e-03,-6.110684e-02,6.958788e-02,-4.967217e-02,4.014521e-02,8.052188e-03,8.976726e-02,2.486734e-02,6.759559e-02,-9.841342e-02,9.786801e-02,-8.445709e-02,-3.557410e-02,8.923048e-02,-9.821218e-02,6.454600e-02,7.224233e-02,-1.203384e-02,-8.527964e-03,-1.117658e-02,6.562707e-02,-1.473037e-02,-3.086024e-02,3.499432e-02,-5.570359e-02,-6.550835e-03,-3.704686e-02,2.537112e-02,7.547209e-02,-1.046220e-02,5.689148e-02,-8.606860e-03,3.124587e-02,-7.363180e-02,-1.340370e-02,8.186240e-02,2.109580e-02,5.335492e-02,9.401216e-04,-3.888750e-04,6.857997e-02,-8.643861e-02,1.667843e+05,6.297970e+03,8000,7.927630e+03,1.566217e+03,3.378014e+03,4.444444e-02,2.133333e-02,2.960088e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,3.205538e-02,5.555556e-02,0
5.556970e-02,-1.870343e-02,2.955413e-02,-6.404114e-02,-3.563601e-02,-6.547908e-02,-1.827255e-02,-5.171625e-02,-1.861560e-02,9.504447e-02,-3.593613e-02,9.649819e-02,2.726123e-02,-2.498180e-02,7.149690e-02,2.391735e-02,-4.959338e-02,5.857114e-02,-1.341230e-02,-2.849777e-02,-4.885096e-02,6.053790e-02,-4.427599e-03,-7.313228e-02,8.556980e-02,7.919399e-02,-1.690970e-03,7.134050e-02,-1.628439e-02,3.669298e-02,-2.040187e-02,1.148403e-03,-6.208966e-02,9.299778e-02,-4.115686e-02,-7.930809e-02,-7.113692e-02,-9.718154e-02,4.318914e-02,1.289966e-02,5.891567e-02,1.415985e-03,5.836421e-02,3.915284e-02,1.659840e+05,6.203417e+03,8000,8000,1.817707e+03,3.969035e+03,4.444444e-02,2.133333e-02,3.018181e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.544809e-02,5.555556e-02,0
-3.160943e-02,-7.108046e-02,4.335416e-02,3.986152e-02,3.769946e-02,-4.932079e-02,3.847202e-02,-5.454049e-02,-1.507018e-02,-2.561558e-02,-2.893842e-02,-8.846904e-02,2.632933e-02,4.146332e-02,2.271774e-02,2.966255e-02,-6.601186e-02,-7.011064e-02,2.835009e-03,7.506655e-02,-3.394461e-02,3.947378e-02,-4.626998e-02,6.165560e-02,-4.094224e-02,8.824277e-03,-2.415702e-03,7.107128e-02,7.767729e-02,-6.312311e-02,1.706969e-02,7.964101e-02,-1.077656e-02,8.437366e-02,-4.420182e-02,2.176623e-02,3.649074e-02,-5.435885e-02,-9.724650e-02,-1.665521e-02,8.769638e-02,-3.139438e-02,5.594886e-02,-6.505274e-02,1.648024e+05,6.573093e+03,8000,7.951342e+03,1.378949e+03,3.799009e+03,4.444444e-02,2.133333e-02,3.017402e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.427080e-02,5.555556e-02,0
1.313242e-02,-6.266832e-03,-1.439251e-02,1.985395e-02,6.999398e-02,5.022421e-02,1.587211e-02,8.494084e-02,-8.705200e-02,9.826930e-02,-8.940109e-02,-6.010089e-02,-1.544947e-02,-7.849822e-02,2.473408e-02,-9.040149e-02,-4.307522e-02,-8.779266e-02,4.070387e-02,3.369123e-02,-6.320931e-02,-7.432176e-03,-1.421353e-02,-5.421628e-04,-6.769785e-02,-3.151187e-02,-4.762392e-02,6.890539e-02,6.006645e-02,-1.467217e-02,2.140309e-02,-7.090688e-02,1.922659e-03,-4.061058e-02,7.193019e-02,3.431968e-02,2.669480e-02,-7.504974e-02,-5.882424e-03,9.731456e-02,8.965983e-02,2.901713e-02,-6.965503e-02,2.782537e-02,1.670168e+05,7000,8000,7.917978e+03,1.464529e+03,3.751486e+03,4.444444e-02,2.133333e-02,2.968778e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.714259e-02,5.555556e-02,0
1.128138e-02,-2.472736e-02,9.901046e-02,-8.832747e-02,3.341272e-03,-9.378058e-02,1.423515e-02,-6.390630e-02,2.619184e-02,9.618474e-02,7.498051e-02,-9.632750e-03,4.169217e-02,5.549375e-02,-1.031383e-03,5.706698e-03,-6.984312e-02,-2.612001e-02,-7.155575e-02,4.537875e-02,-2.428388e-02,-6.236115e-02,4.940097e-02,-3.192414e-02,5.906023e-02,-2.419812e-03,5.133889e-03,-9.430183e-02,2.884640e-02,-2.986870e-02,-5.415899e-02,-1.322332e-02,-2.350651e-02,-6.042192e-03,9.589667e-02,-2.712439e-02,5.488203e-02,1.055352e-02,7.782622e-02,-2.900943e-02,-5.089626e-02,8.220385e-02,-9.129315e-02,9.015069e-02,1.663719e+05,6.058102e+03,8000,8000,1.712586e+03,3.840341e+03,4.444444e-02,2.133333e-02,3.025522e-02,4.344444e-02,5.555556e-03,1.722222e-02,1.111111e-02,1.721027e-02,5.555556e-02,0
-9.665688e-02,-2.026819e-02,-2.378370e-02,3.186899e-02,-8.581632e-02,-6.947920e-02,-9.668482e-02,-7.724073e-02,3.035786e-02,-1.946863e-02,-3.579474e-02,1.158240e-02,9.869209e-02,6.689730e-02,3.992464e-02,8.365172e-02,-9.205426e-02,-8.593331e-02,-5.198742e-03,-3.016652e-02,-4.597401e-03,-1.022423e-02,7.719959e-02,5.523754e-03,-1.818183e-02,-4.622160e-02,-8.559759e-02,-1.637277e-02,-9.484930e-02,-4.176921e-02,7.019020e-04,9.318661e-02,-7.812342e-02,3.460821e-02,-1.352578e-05,5.541965e-02,-7.127860e-02,-8.335947e-02,-2.015628e-02,5.939245e-02,-6.166485e-02,5.355544e-02,-4.194040e-02,-5.662170e-02,1.634147e+05,6.566443e+03,8.000000e+03,7.902144e+03,1.603565e+03,3.622117e+03,4.444444e-02,2.133333e-02,2.927935e-02,4.344444e-02,5.555556e-03,1.700995e-02,1.111111e-02,1.111111e-02,5.555556e-02,0
5.569359e-03,-3.211666e-02,1.093346e-02,9.488069e-02,-3.765942e-02,3.375932e-02,-3.480656e-02,5.489545e-02,-3.483801e-02,7.796547e-02,5.034154e-02,5.252642e-02,-6.104194e-03,-5.784710e-02,-9.170498e-02,-3.563424e-02,-9.257747e-02,3.877108e-02,3.407001e-02,-1.390564e-02,8.745041e-02,-2.087008e-03,7.929822e-03,7.905207e-02,-1.067299e-02,7.540688e-02,-4.928365e-02,-4.523806e-02,-3.432772e-02,9.512854e-03,-5.597427e-02,3.428583e-02,-7.144134e-02,-8.117995e-02,7.403835e-02,-5.262626e-02,-2.279920e-02,1.430842e-02,5.160394e-03,-8.479522e-02,7.482519e-02,9.022712e-02,6.250146e-02,-4.323963e-02,1.683438e+05,7.057970e+03,8000,7.953550e+03,2.193033e+03,3.648880e+03,4.444444e-02,2.133333e-02,2.966993e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.605309e-02,5.555556e-02,0
-5.377609e-03,-7.489138e-02,5.457712e-02,6.828443e-02,-9.134181e-02,-2.711851e-03,-5.211779e-02,9.049476e-02,8.877853e-02,2.278680e-02,9.469748e-02,-3.102773e-02,7.957014e-02,-1.308101e-02,-5.283707e-02,8.816559e-02,3.684361e-02,-8.701768e-02,7.408497e-02,4.027606e-02,5.355780e-02,7.201699e-03,-9.202801e-02,-7.304138e-02,-6.131672e-02,-3.286724e-02,-8.953741e-02,2.102336e-02,2.412206e-03,2.349220e-02,-1.352888e-02,6.954009e-02,-9.188189e-03,-9.691930e-02,7.461363e-02,3.124031e-02,6.460061e-02,9.035514e-02,-8.981752e-02,-5.298563e-02,-8.733131e-02,-1.566842e-02,7.276583e-02,-8.367520e-02,1.675810e+05,7.057970e+03,8000,7.971151e+03,1.625986e+03,3.926104e+03,4.444444e-02,2.133333e-02,2.923698e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.640731e-02,5.555556e-02,0
-4.357211e-02,7.675110e-02,1.353807e-02,-7.697939e-02,-5.459977e-02,1.919648e-02,-5.211075e-02,-7.371687e-02,-6.763046e-02,6.897450e-02,2.043673e-02,9.271342e-02,-3.086416e-02,1.912502e-02,1.979706e-02,2.314086e-02,-8.816456e-02,5.006344e-02,8.964190e-02,6.935811e-03,2.098537e-02,4.647498e-02,-4.931219e-02,2.009779e-02,6.292384e-02,-8.917727e-02,-7.389787e-02,6.848916e-02,2.366917e-02,6.257562e-03,-5.034185e-02,-4.098428e-02,7.453723e-02,-1.566681e-02,-8.711395e-02,7.939701e-02,-5.932383e-02,6.524551e-02,7.635412e-02,-2.649851e-03,1.969294e-02,5.453491e-03,2.496426e-02,7.100834e-02,1.684842e+05,6.234935e+03,8000,8000,1.829500e+03,4.219380e+03,4.444444e-02,2.133333e-02,2.940519e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,3.021909e-02,5.555556e-02,0
-4.132474e-02,8.578989e-02,1.423885e-03,-9.061554e-03,1.757430e-02,-4.717247e-02,-3.894234e-02,-2.566908e-02,-5.111040e-02,1.690945e-02,3.916923e-02,-8.561056e-02,9.421666e-02,5.061413e-02,6.123263e-02,5.032808e-02,-8.398780e-02,-3.660743e-03,-1.086541e-02,3.449453e-02,-6.148880e-02,5.058518e-02,-9.853621e-02,-3.434878e-02,8.352127e-02,1.767347e-02,7.103806e-02,2.093441e-02,6.451563e-02,7.589670e-02,-3.580273e-02,-7.540905e-02,4.426067e-02,-1.193058e-02,-7.465286e-02,1.796473e-02,-9.278634e-02,-5.996358e-02,5.766024e-02,-9.758065e-02,-3.933087e-02,-9.572481e-02,9.949700e-02,1.640600e-02,1.645803e+05,6.434087e+03,7.982828e+03,8000,1.332487e+03,3.563653e+03,4.444444e-02,2.133333e-02,3.096405e-02,4.344444e-02,5.555556e-03,6.111111e-03,1.111111e-02,2.510048e-02,5.555556e-02,0
